month,mother_race,mother_education,birth_order,birth_count
2019-09,INDIANS,UNIVERSITY DEGREE,4th,6
2019-10,INDIANS,"""A"" LEVEL/DIPLOMA",1st,28
2019-10,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,20
2019-10,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,7
2019-10,INDIANS,"""A"" LEVEL/DIPLOMA",4th,3
2019-10,INDIANS,"""A"" LEVEL/DIPLOMA",5th,2
2019-10,INDIANS,"""A"" LEVEL/DIPLOMA",8th,1
2019-10,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,18
2019-10,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,20
2019-10,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,7
2019-10,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,4
2019-10,INDIANS,"""N"" LEVEL/""O"" LEVEL",6th,2
2019-10,INDIANS,NO QUALIFICATION,2nd,1
2019-10,INDIANS,PSLE,1st,3
2019-10,INDIANS,PSLE,4th,1
2019-10,INDIANS,UNIVERSITY DEGREE,1st,108
2019-10,INDIANS,UNIVERSITY DEGREE,2nd,89
2019-10,INDIANS,UNIVERSITY DEGREE,3rd,12
2019-10,INDIANS,UNIVERSITY DEGREE,4th,4
2019-10,INDIANS,UNIVERSITY DEGREE,5th,2
2019-11,INDIANS,"""A"" LEVEL/DIPLOMA",1st,29
2019-11,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,22
2019-11,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,8
2019-11,INDIANS,"""A"" LEVEL/DIPLOMA",4th,3
2019-11,INDIANS,"""A"" LEVEL/DIPLOMA",5th,1
2019-11,INDIANS,"""A"" LEVEL/DIPLOMA",7th,1
2019-11,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,11
2019-11,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,8
2019-11,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,7
2019-11,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,3
2019-11,INDIANS,"""N"" LEVEL/""O"" LEVEL",5th,4
2019-11,INDIANS,NO QUALIFICATION,1st,1
2019-11,INDIANS,NO QUALIFICATION,7th,1
2019-11,INDIANS,PSLE,1st,2
2019-11,INDIANS,PSLE,2nd,1
2019-11,INDIANS,PSLE,3rd,3
2019-11,INDIANS,PSLE,4th,3
2019-11,INDIANS,PSLE,5th,1
2019-11,INDIANS,UNIVERSITY DEGREE,1st,95
2019-11,INDIANS,UNIVERSITY DEGREE,2nd,91
2019-11,INDIANS,UNIVERSITY DEGREE,3rd,18
2019-11,INDIANS,UNIVERSITY DEGREE,4th,2
2019-12,INDIANS,"""A"" LEVEL/DIPLOMA",1st,21
2019-12,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,25
2019-12,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,13
2019-12,INDIANS,"""A"" LEVEL/DIPLOMA",4th,2
2019-12,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,10
2019-12,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,13
2019-12,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,11
2019-12,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,4
2019-12,INDIANS,"""N"" LEVEL/""O"" LEVEL",5th,2
2019-12,INDIANS,NO QUALIFICATION,6th,1
2019-12,INDIANS,PSLE,1st,3
2019-12,INDIANS,PSLE,2nd,4
2019-12,INDIANS,PSLE,3rd,1
2019-12,INDIANS,PSLE,4th,2
2019-12,INDIANS,PSLE,5th,1
2019-12,INDIANS,PSLE,7th,1
2019-12,INDIANS,UNIVERSITY DEGREE,1st,117
2019-12,INDIANS,UNIVERSITY DEGREE,2nd,103
2019-12,INDIANS,UNIVERSITY DEGREE,3rd,16
2019-12,INDIANS,UNIVERSITY DEGREE,4th,1
2020-01,INDIANS,"""A"" LEVEL/DIPLOMA",1st,37
2020-01,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,23
2020-01,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,7
2020-01,INDIANS,"""A"" LEVEL/DIPLOMA",4th,6
2020-01,INDIANS,"""A"" LEVEL/DIPLOMA",5th,2
2020-01,INDIANS,"""A"" LEVEL/DIPLOMA",6th,1
2020-01,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,15
2020-01,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,9
2020-01,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,9
2020-01,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,1
2020-01,INDIANS,NO QUALIFICATION,1st,1
2020-01,INDIANS,PSLE,1st,2
2020-01,INDIANS,PSLE,2nd,2
2020-01,INDIANS,PSLE,3rd,2
2020-01,INDIANS,PSLE,5th,1
2020-01,INDIANS,UNIVERSITY DEGREE,1st,109
2020-01,INDIANS,UNIVERSITY DEGREE,2nd,100
2020-01,INDIANS,UNIVERSITY DEGREE,3rd,15
2020-01,INDIANS,UNIVERSITY DEGREE,4th,2
2020-01,INDIANS,UNIVERSITY DEGREE,5th,2
2020-02,INDIANS,"""A"" LEVEL/DIPLOMA",1st,27
2020-02,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,25
2020-02,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,5
2020-02,INDIANS,"""A"" LEVEL/DIPLOMA",4th,4
2020-02,INDIANS,"""A"" LEVEL/DIPLOMA",5th,3
2020-02,INDIANS,"""A"" LEVEL/DIPLOMA",7th,1
2020-02,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,12
2020-02,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,5
2020-02,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,3
2020-02,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,2
2020-02,INDIANS,"""N"" LEVEL/""O"" LEVEL",5th,1
2020-02,INDIANS,NO QUALIFICATION,2nd,1
2020-02,INDIANS,PSLE,1st,3
2020-02,INDIANS,PSLE,2nd,3
2020-02,INDIANS,PSLE,3rd,1
2020-02,INDIANS,PSLE,4th,1
2020-02,INDIANS,PSLE,5th,2
2020-02,INDIANS,UNIVERSITY DEGREE,1st,99
2020-02,INDIANS,UNIVERSITY DEGREE,2nd,80
2020-02,INDIANS,UNIVERSITY DEGREE,3rd,16
2020-02,INDIANS,UNIVERSITY DEGREE,4th,3
2020-02,INDIANS,UNIVERSITY DEGREE,5th,2
2020-03,INDIANS,"""A"" LEVEL/DIPLOMA",1st,23
2020-03,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,20
2020-03,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,12
2020-03,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,9
2020-03,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,14
2020-03,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,5
2020-03,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,3
2020-03,INDIANS,"""N"" LEVEL/""O"" LEVEL",5th,1
2020-03,INDIANS,NO QUALIFICATION,3rd,1
2020-03,INDIANS,NO QUALIFICATION,4th,1
2020-03,INDIANS,PSLE,1st,5
2020-03,INDIANS,PSLE,2nd,2
2020-03,INDIANS,PSLE,3rd,3
2020-03,INDIANS,PSLE,4th,1
2020-03,INDIANS,PSLE,5th,1
2020-03,INDIANS,UNIVERSITY DEGREE,1st,108
2020-03,INDIANS,UNIVERSITY DEGREE,2nd,69
2020-03,INDIANS,UNIVERSITY DEGREE,3rd,11
2020-03,INDIANS,UNIVERSITY DEGREE,4th,2
2020-03,INDIANS,UNIVERSITY DEGREE,5th,1
2020-04,INDIANS,"""A"" LEVEL/DIPLOMA",1st,30
2020-04,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,15
2020-04,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,12
2020-04,INDIANS,"""A"" LEVEL/DIPLOMA",4th,4
2020-04,INDIANS,"""A"" LEVEL/DIPLOMA",5th,1
2020-04,INDIANS,"""A"" LEVEL/DIPLOMA",6th,1
2020-04,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,11
2020-04,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,8
2020-04,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,6
2020-04,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,3
2020-04,INDIANS,"""N"" LEVEL/""O"" LEVEL",5th,2
2020-04,INDIANS,NO QUALIFICATION,3rd,2
2020-04,INDIANS,PSLE,1st,2
2020-04,INDIANS,PSLE,3rd,4
2020-04,INDIANS,UNIVERSITY DEGREE,1st,84
2020-04,INDIANS,UNIVERSITY DEGREE,2nd,83
2020-04,INDIANS,UNIVERSITY DEGREE,3rd,14
2020-04,INDIANS,UNIVERSITY DEGREE,4th,1
2020-04,INDIANS,UNIVERSITY DEGREE,5th,1
2020-05,INDIANS,"""A"" LEVEL/DIPLOMA",1st,29
2020-05,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,17
2020-05,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,14
2020-05,INDIANS,"""A"" LEVEL/DIPLOMA",4th,2
2020-05,INDIANS,"""A"" LEVEL/DIPLOMA",5th,2
2020-05,INDIANS,"""A"" LEVEL/DIPLOMA",6th,1
2020-05,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,17
2020-05,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,10
2020-05,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,6
2020-05,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,1
2020-05,INDIANS,NO QUALIFICATION,1st,1
2020-05,INDIANS,NO QUALIFICATION,4th,3
2020-05,INDIANS,PSLE,1st,4
2020-05,INDIANS,PSLE,2nd,2
2020-05,INDIANS,PSLE,3rd,2
2020-05,INDIANS,PSLE,4th,4
2020-05,INDIANS,UNIVERSITY DEGREE,1st,104
2020-05,INDIANS,UNIVERSITY DEGREE,2nd,76
2020-05,INDIANS,UNIVERSITY DEGREE,3rd,9
2020-05,INDIANS,UNIVERSITY DEGREE,4th,2
2020-05,INDIANS,UNIVERSITY DEGREE,5th,1
2020-06,INDIANS,"""A"" LEVEL/DIPLOMA",1st,22
2020-06,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,27
2020-06,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,15
2020-06,INDIANS,"""A"" LEVEL/DIPLOMA",4th,4
2020-06,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,6
2020-06,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,6
2020-06,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,7
2020-06,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,3
2020-06,INDIANS,NO QUALIFICATION,1st,2
2020-06,INDIANS,NO QUALIFICATION,3rd,1
2020-06,INDIANS,NO QUALIFICATION,4th,1
2020-06,INDIANS,PSLE,1st,4
2020-06,INDIANS,PSLE,2nd,3
2020-06,INDIANS,PSLE,3rd,3
2020-06,INDIANS,PSLE,5th,1
2020-06,INDIANS,UNIVERSITY DEGREE,1st,125
2020-06,INDIANS,UNIVERSITY DEGREE,2nd,102
2020-06,INDIANS,UNIVERSITY DEGREE,3rd,13
2020-06,INDIANS,UNIVERSITY DEGREE,4th,2
2020-07,INDIANS,"""A"" LEVEL/DIPLOMA",1st,25
2020-07,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,22
2020-07,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,7
2020-07,INDIANS,"""A"" LEVEL/DIPLOMA",4th,3
2020-07,INDIANS,"""A"" LEVEL/DIPLOMA",5th,2
2020-07,INDIANS,"""A"" LEVEL/DIPLOMA",7th,1
2020-07,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,5
2020-07,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,8
2020-07,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,4
2020-07,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,6
2020-07,INDIANS,"""N"" LEVEL/""O"" LEVEL",5th,1
2020-07,INDIANS,"""N"" LEVEL/""O"" LEVEL",7th,1
2020-07,INDIANS,NO QUALIFICATION,4th,1
2020-07,INDIANS,PSLE,1st,3
2020-07,INDIANS,PSLE,2nd,1
2020-07,INDIANS,PSLE,3rd,2
2020-07,INDIANS,PSLE,4th,1
2020-07,INDIANS,UNIVERSITY DEGREE,1st,117
2020-07,INDIANS,UNIVERSITY DEGREE,2nd,88
2020-07,INDIANS,UNIVERSITY DEGREE,3rd,8
2020-07,INDIANS,UNIVERSITY DEGREE,4th,1
2020-07,INDIANS,UNIVERSITY DEGREE,5th,1
2020-08,INDIANS,"""A"" LEVEL/DIPLOMA",1st,25
2020-08,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,23
2020-08,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,11
2020-08,INDIANS,"""A"" LEVEL/DIPLOMA",4th,3
2020-08,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,13
2020-08,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,11
2020-08,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,5
2020-08,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,3
2020-08,INDIANS,"""N"" LEVEL/""O"" LEVEL",5th,1
2020-08,INDIANS,"""N"" LEVEL/""O"" LEVEL",6th,3
2020-08,INDIANS,PSLE,1st,1
2020-08,INDIANS,PSLE,3rd,1
2020-08,INDIANS,PSLE,4th,2
2020-08,INDIANS,PSLE,5th,1
2020-08,INDIANS,PSLE,7th,1
2020-08,INDIANS,UNIVERSITY DEGREE,1st,108
2020-08,INDIANS,UNIVERSITY DEGREE,2nd,80
2020-08,INDIANS,UNIVERSITY DEGREE,3rd,8
2020-08,INDIANS,UNIVERSITY DEGREE,4th,3
2020-09,INDIANS,"""A"" LEVEL/DIPLOMA",1st,42
2020-09,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,25
2020-09,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,12
2020-09,INDIANS,"""A"" LEVEL/DIPLOMA",4th,4
2020-09,INDIANS,"""A"" LEVEL/DIPLOMA",5th,1
2020-09,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,19
2020-09,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,13
2020-09,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,12
2020-09,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,3
2020-09,INDIANS,"""N"" LEVEL/""O"" LEVEL",5th,1
2020-09,INDIANS,NO QUALIFICATION,2nd,1
2020-09,INDIANS,PSLE,1st,2
2020-09,INDIANS,PSLE,2nd,4
2020-09,INDIANS,PSLE,3rd,1
2020-09,INDIANS,PSLE,4th,2
2020-09,INDIANS,UNIVERSITY DEGREE,1st,119
2020-09,INDIANS,UNIVERSITY DEGREE,2nd,89
2020-09,INDIANS,UNIVERSITY DEGREE,3rd,18
2020-09,INDIANS,UNIVERSITY DEGREE,4th,6
2020-09,INDIANS,UNIVERSITY DEGREE,5th,2
2020-10,INDIANS,"""A"" LEVEL/DIPLOMA",1st,31
2020-10,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,27
2020-10,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,13
2020-10,INDIANS,"""A"" LEVEL/DIPLOMA",4th,3
2020-10,INDIANS,"""A"" LEVEL/DIPLOMA",5th,1
2020-10,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,19
2020-10,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,13
2020-10,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,8
2020-10,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,3
2020-10,INDIANS,PSLE,1st,1
2020-10,INDIANS,PSLE,2nd,2
2020-10,INDIANS,UNIVERSITY DEGREE,1st,130
2020-10,INDIANS,UNIVERSITY DEGREE,2nd,136
2020-10,INDIANS,UNIVERSITY DEGREE,3rd,20
2020-10,INDIANS,UNIVERSITY DEGREE,4th,2
2020-11,INDIANS,"""A"" LEVEL/DIPLOMA",1st,25
2020-11,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,15
2020-11,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,5
2020-11,INDIANS,"""A"" LEVEL/DIPLOMA",4th,2
2020-11,INDIANS,"""A"" LEVEL/DIPLOMA",5th,2
2020-11,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,14
2020-11,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,13
2020-11,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,9
2020-11,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,1
2020-11,INDIANS,"""N"" LEVEL/""O"" LEVEL",5th,3
2020-11,INDIANS,NO QUALIFICATION,1st,1
2020-11,INDIANS,PSLE,1st,4
2020-11,INDIANS,PSLE,3rd,2
2020-11,INDIANS,PSLE,4th,3
2020-11,INDIANS,UNIVERSITY DEGREE,1st,131
2020-11,INDIANS,UNIVERSITY DEGREE,2nd,88
2020-11,INDIANS,UNIVERSITY DEGREE,3rd,19
2020-11,INDIANS,UNIVERSITY DEGREE,4th,2
2020-11,INDIANS,UNIVERSITY DEGREE,5th,1
2020-12,INDIANS,"""A"" LEVEL/DIPLOMA",1st,23
2020-12,INDIANS,"""A"" LEVEL/DIPLOMA",2nd,24
2020-12,INDIANS,"""A"" LEVEL/DIPLOMA",3rd,9
2020-12,INDIANS,"""A"" LEVEL/DIPLOMA",4th,1
2020-12,INDIANS,"""A"" LEVEL/DIPLOMA",5th,1
2020-12,INDIANS,"""N"" LEVEL/""O"" LEVEL",1st,13
2020-12,INDIANS,"""N"" LEVEL/""O"" LEVEL",2nd,14
2020-12,INDIANS,"""N"" LEVEL/""O"" LEVEL",3rd,6
2020-12,INDIANS,"""N"" LEVEL/""O"" LEVEL",4th,3
2020-12,INDIANS,"""N"" LEVEL/""O"" LEVEL",5th,2
2020-12,INDIANS,NO QUALIFICATION,4th,1
2020-12,INDIANS,PSLE,1st,1
2020-12,INDIANS,PSLE,2nd,1
2020-12,INDIANS,PSLE,3rd,1
2020-12,INDIANS,UNIVERSITY DEGREE,1st,117
2020-12,INDIANS,UNIVERSITY DEGREE,2nd,82
2020-12,INDIANS,UNIVERSITY DEGREE,3rd,11
2020-12,INDIANS,UNIVERSITY DEGREE,4th,3
2020-12,INDIANS,UNKNOWN,1st,1
2018-01,MALAYS,"""A"" LEVEL/DIPLOMA",1st,110
2018-01,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,60
2018-01,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,37
2018-01,MALAYS,"""A"" LEVEL/DIPLOMA",4th,15
2018-01,MALAYS,"""A"" LEVEL/DIPLOMA",5th,4
2018-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,71
2018-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,57
2018-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,47
2018-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,24
2018-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,6
2018-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,2
2018-01,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,1
2018-01,MALAYS,NO QUALIFICATION,1st,3
2018-01,MALAYS,NO QUALIFICATION,2nd,8
2018-01,MALAYS,NO QUALIFICATION,3rd,6
2018-01,MALAYS,NO QUALIFICATION,4th,3
2018-01,MALAYS,NO QUALIFICATION,6th,3
2018-01,MALAYS,NO QUALIFICATION,9th & over,1
2018-01,MALAYS,PSLE,1st,12
2018-01,MALAYS,PSLE,2nd,9
2018-01,MALAYS,PSLE,3rd,13
2018-01,MALAYS,PSLE,4th,9
2018-01,MALAYS,PSLE,5th,6
2018-01,MALAYS,PSLE,6th,1
2018-01,MALAYS,UNIVERSITY DEGREE,1st,67
2018-01,MALAYS,UNIVERSITY DEGREE,2nd,45
2018-01,MALAYS,UNIVERSITY DEGREE,3rd,26
2018-01,MALAYS,UNIVERSITY DEGREE,4th,8
2018-01,MALAYS,UNIVERSITY DEGREE,5th,3
2018-01,MALAYS,UNIVERSITY DEGREE,6th,1
2018-02,MALAYS,"""A"" LEVEL/DIPLOMA",1st,91
2018-02,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,64
2018-02,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,32
2018-02,MALAYS,"""A"" LEVEL/DIPLOMA",4th,10
2018-02,MALAYS,"""A"" LEVEL/DIPLOMA",5th,2
2018-02,MALAYS,"""A"" LEVEL/DIPLOMA",6th,1
2018-02,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2018-02,MALAYS,"""A"" LEVEL/DIPLOMA",9th & over,1
2018-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,54
2018-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,47
2018-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,49
2018-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,25
2018-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,15
2018-02,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,1
2018-02,MALAYS,NO QUALIFICATION,1st,4
2018-02,MALAYS,NO QUALIFICATION,2nd,5
2018-02,MALAYS,NO QUALIFICATION,3rd,3
2018-02,MALAYS,NO QUALIFICATION,4th,3
2018-02,MALAYS,NO QUALIFICATION,5th,2
2018-02,MALAYS,NO QUALIFICATION,6th,2
2018-02,MALAYS,PSLE,1st,9
2018-02,MALAYS,PSLE,2nd,15
2018-02,MALAYS,PSLE,3rd,5
2018-02,MALAYS,PSLE,4th,8
2018-02,MALAYS,PSLE,5th,7
2018-02,MALAYS,PSLE,6th,2
2018-02,MALAYS,PSLE,7th,3
2018-02,MALAYS,PSLE,8th,1
2018-02,MALAYS,PSLE,9th & over,1
2018-02,MALAYS,UNIVERSITY DEGREE,1st,48
2018-02,MALAYS,UNIVERSITY DEGREE,2nd,34
2018-02,MALAYS,UNIVERSITY DEGREE,3rd,19
2018-02,MALAYS,UNIVERSITY DEGREE,4th,6
2018-03,MALAYS,"""A"" LEVEL/DIPLOMA",1st,109
2018-03,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,77
2018-03,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,49
2018-03,MALAYS,"""A"" LEVEL/DIPLOMA",4th,10
2018-03,MALAYS,"""A"" LEVEL/DIPLOMA",5th,2
2018-03,MALAYS,"""A"" LEVEL/DIPLOMA",6th,7
2018-03,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2018-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,59
2018-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,69
2018-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,51
2018-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,22
2018-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,13
2018-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,3
2018-03,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,2
2018-03,MALAYS,NO QUALIFICATION,1st,2
2018-03,MALAYS,NO QUALIFICATION,2nd,1
2018-03,MALAYS,NO QUALIFICATION,3rd,5
2018-03,MALAYS,NO QUALIFICATION,4th,1
2018-03,MALAYS,NO QUALIFICATION,5th,1
2018-03,MALAYS,NO QUALIFICATION,6th,2
2018-03,MALAYS,NO QUALIFICATION,7th,1
2018-03,MALAYS,NO QUALIFICATION,8th,1
2018-03,MALAYS,PSLE,1st,12
2018-03,MALAYS,PSLE,2nd,17
2018-03,MALAYS,PSLE,3rd,14
2018-03,MALAYS,PSLE,4th,7
2018-03,MALAYS,PSLE,5th,6
2018-03,MALAYS,PSLE,6th,3
2018-03,MALAYS,PSLE,8th,1
2018-03,MALAYS,PSLE,9th & over,1
2018-03,MALAYS,UNIVERSITY DEGREE,1st,57
2018-03,MALAYS,UNIVERSITY DEGREE,2nd,51
2018-03,MALAYS,UNIVERSITY DEGREE,3rd,17
2018-03,MALAYS,UNIVERSITY DEGREE,4th,6
2018-03,MALAYS,UNIVERSITY DEGREE,5th,1
2018-04,MALAYS,"""A"" LEVEL/DIPLOMA",1st,89
2018-04,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,75
2018-04,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,44
2018-04,MALAYS,"""A"" LEVEL/DIPLOMA",4th,15
2018-04,MALAYS,"""A"" LEVEL/DIPLOMA",5th,5
2018-04,MALAYS,"""A"" LEVEL/DIPLOMA",6th,1
2018-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,81
2018-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,72
2018-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,40
2018-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,29
2018-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,14
2018-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,6
2018-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,3
2018-04,MALAYS,"""N"" LEVEL/""O"" LEVEL",9th & over,1
2018-04,MALAYS,NO QUALIFICATION,1st,4
2018-04,MALAYS,NO QUALIFICATION,2nd,4
2018-04,MALAYS,NO QUALIFICATION,3rd,4
2018-04,MALAYS,NO QUALIFICATION,4th,3
2018-04,MALAYS,NO QUALIFICATION,5th,1
2018-04,MALAYS,NO QUALIFICATION,6th,1
2018-04,MALAYS,NO QUALIFICATION,8th,1
2018-04,MALAYS,PSLE,1st,13
2018-04,MALAYS,PSLE,2nd,12
2018-04,MALAYS,PSLE,3rd,10
2018-04,MALAYS,PSLE,4th,5
2018-04,MALAYS,PSLE,5th,2
2018-04,MALAYS,PSLE,6th,7
2018-04,MALAYS,PSLE,7th,2
2018-04,MALAYS,UNIVERSITY DEGREE,1st,53
2018-04,MALAYS,UNIVERSITY DEGREE,2nd,39
2018-04,MALAYS,UNIVERSITY DEGREE,3rd,22
2018-04,MALAYS,UNIVERSITY DEGREE,4th,8
2018-05,MALAYS,"""A"" LEVEL/DIPLOMA",1st,104
2018-05,MALAYS,"""A"" LEVEL/DIPLOMA",2nd,78
2018-05,MALAYS,"""A"" LEVEL/DIPLOMA",3rd,47
2018-05,MALAYS,"""A"" LEVEL/DIPLOMA",4th,18
2018-05,MALAYS,"""A"" LEVEL/DIPLOMA",5th,4
2018-05,MALAYS,"""A"" LEVEL/DIPLOMA",7th,1
2018-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",1st,60
2018-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",2nd,65
2018-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",3rd,49
2018-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",4th,39
2018-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",5th,11
2018-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",6th,3
2018-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",7th,4
2018-05,MALAYS,"""N"" LEVEL/""O"" LEVEL",8th,1
2018-05,MALAYS,NO QUALIFICATION,1st,4
2018-05,MALAYS,NO QUALIFICATION,2nd,4
2018-05,MALAYS,NO QUALIFICATION,3rd,1
2018-05,MALAYS,NO QUALIFICATION,4th,5
2018-05,MALAYS,NO QUALIFICATION,5th,1
2018-05,MALAYS,NO QUALIFICATION,6th,1
2018-05,MALAYS,NO QUALIFICATION,7th,2
